,OpportunityID,OpportunityTitle,OpportunityNumber,OpportunityCategory,FundingInstrumentType,CategoryOfFundingActivity,CategoryExplanation,CFDANumbers,EligibleApplicants,AdditionalInformationOnEligibility,AgencyCode,AgencyName,PostDate,CloseDate,LastUpdatedDate,AwardCeiling,AwardFloor,EstimatedTotalProgramFunding,ExpectedNumberOfAwards,Description,Version,CostSharingOrMatchingRequirement,ArchiveDate,GrantorContactEmail,GrantorContactEmailDescription,GrantorContactText,AdditionalInformationURL,AdditionalInformationText,CloseDateExplanation,OpportunityCategoryExplanation,EstimatedSynopsisPostDate,FiscalYear,EstimatedSynopsisCloseDate,EstimatedSynopsisCloseDateExplanation,EstimatedAwardDate,EstimatedProjectStartDate,GrantorContactName,GrantorContactPhoneNumber
260,337476,Cybersecurity for Small Business Pilot Program,SB-OEDCS-22-001,D,G,BC,,59.079,0.0,"To be eligible for this Funding Opportunity an Applicant must be a &quot;State,&quot; meaning any of the United States, the District of Columbia, the Commonwealth of Puerto Rico the U.S. Virgin Islands, Guam, The Commonwealth of Northern Mariana Islands, and American Samoa. Therefore, only non-Federal entities that meet this definition are eligible to apply for, and administer an award under this Notice of Funding Opportunity.",SBA,Small Business Administration,1212022,3032022.0,3022022,1000000.0,800000.0,3000000.0,3.0,"Cyber-attacks are a growing threat for small businesses and the U.S. economy. According to the FBI&#8217;s Internet Crime Report, the cost of cybercrimes reached $2.7 billion in 2020 alone. Small businesses are attractive targets because they have information that cybercriminals want, and they typically lack the security infrastructure of larger businesses. According to a recent SBA survey, 88% of small business owners felt their business was vulnerable to a cyber-attack. Yet many businesses can&#8217;t afford professional IT solutions, have limited time to devote to cybersecurity, or they don&#8217;t know where to begin. The Consolidated Appropriations Act, 2021, authorized the US Small Business Administration to make grants to States, and the equivalent thereof, to carry out projects that help new small business concerns with tools to combat cybersecurity threats during their formative and most vulnerable years.",Synopsis 2,No,4022022.0,support@grants.gov,Grants.gov Customer Support,"Grants.gov Contact Center&lt;br/&gt;Phone Number: 1-800-518-4726&lt;br/&gt;&lt;br/&gt;Hours of operation are 24 hours a day, 7 days a week. The contact center is closed on federal holidays.&lt;br/&gt;support@grants.gov",https://www.grantsolutions.gov/gs/preaward/previewPublicAnnouncement.do?id=96264,Cybersecurity for Small Business Pilot Program,No Explanation,,,,,,,,,
261,337472,Rural Health and Safety Education Competitive Grants Program,USDA-NIFA-RHSE-008841,D,G,AG,,10.516,25.0,"A. Eligibility Requirements  Applicants for the Rural Health and Safety Education (RHSE) program must meet all the requirements discussed in this RFA. Failure to meet the eligibility criteria by the application deadline may result in exclusion from consideration or, preclude NIFA from making an award. For those new to Federal financial assistance, NIFA&#8217;s Grants Overview provides highly recommended information about grants and other resources to help understand the Federal awards process.   Applications may be submitted by 1862 and 1890 Land Grant colleges and universities that are eligible to receive funds under the Act of July 2, 1862 (7 U.S.C. 301 et seq.), and the Act of August 30, 1890 (7 U.S.C. 321 et seq.), including Central State University, Tuskegee University, and West Virginia State University. Applications also may be submitted by any of the Tribal colleges and universities designated as 1994 Land Grant Institutions under the Educational Land-Grant Status Act of 1994, as amended.  Award recipients may subcontract to organizations not eligible to apply provided such organizations are necessary for the conduct of the project.",USDA-NIFA,National Institute of Food and Agriculture,1202022,4292022.0,1212022,350000.0,0.0,4000000.0,,"The RHSE program proposals are expected to be community-based outreach education programs, such as those conducted through Human Science extension outreach that provide individuals and families with: information as to the value of good health at any age; information to increase individual or family&#8217;s motivation to take more responsibility for their own health; information regarding rural environmental health issues that directly impact human health; information about and access to health promotion and educational activities; and training for volunteers and health services providers concerning health promotion and health care services for individuals and families in cooperation with state, local, and community partners.",Synopsis 1,No,5292022.0,grantapplicationquestions@usda.gov,If you have any questions related to preparing application content.,"NIFA Support &lt;br/&gt;Key Information: Business hours: Monday thru Friday, 7a.m. &#8211; 5p.m. ET, except federal holidays",https://nifa.usda.gov/funding-opportunity/rural-health-and-safety-education-competitive-grants-program-rhse,Rural Health and Safety Education Competitive Grants Program,,,,,,,,,,
262,337482,Bureau of Land Management Oregon/Washington Fuels Management and Community Fire Assistance,L22AS00101,D,CA,NR,,15.228,20.0,"Individuals and for-profit organizations are ineligible to apply for awards under this NOFO.This program NOFO does not support entities hiring interns or crews&#160;under the Public Lands Corps Act of 1993. The Public Lands Corps Act of 1993, 16 USC, Chapter 37, Subchapter II-Public Lands Corps, is the only legislative authority that allows BLM to &quot;hire&quot; interns&#160;under this authority. Therefore, eligible Youth Conservation Corps may only apply for projects developed under NOFO 15.243 &#8211; BLM Youth Conservation Opportunities on Public Lands.&#160;",DOI-BLM,Bureau of Land Management,1212022,4262022.0,1212022,1000000.0,3000.0,3000000.0,,Department of the Interior - Bureau of Land Management (State) Fuels Management and Community Fire Assistance,Synopsis 1,No,9302022.0,srtimmons@blm.gov,srtimmons@blm.gov,Shelli Timmons&lt;br/&gt;srtimmons@blm.gov,,,"Electronically submitted applications must be submitted no later than 5:00 p.m., ET, on the listed application due dates.  Applications will be reviewed, rated, ranked, and selected by the following rounds.  Open from January 25, 2022 through April, 26, 2022&#160; Round One&#160;Applications Due: March, 26, 2022&#160; Final Round Applications Due: April 26, 2022 **(change to final rolling cutoff)",,,,,,,,,
263,337510,Fiscal Year (FY) 2022 Funding Allotments and Operating Guidance for Unemployment Insurance (UI) Reemployment Services and Eligibility Assessment (RESEA) Grants,ETA-RESEA-UIPL-10-22-2022,M,G,ELT,,17.225,25.0,States (including the District of Columbia and the Commonwealth of Puerto Rico); and the Virgin Islands.,DOL-ETA,Employment and Training Administration,1242022,3072022.0,1242022,40013786.0,498400.0,250000000.0,53.0,"This UIPL announces the availability of RESEA FY 2022 state allotments to conduct RESEA activities and grant award application requirements for grantees to receive funding allocations. In addition, it provides general administrative policies and procedural guidance set forth by ETA and requirements outlined in the RESEA Statement of Work.",Synopsis 2,No,4062022.0,addy.joyce.m@dol.gov,Please email questions to the contact listed.,Joyce Addy &lt;br/&gt;Grants Management Specialist,,,"The closing date for receipt of applications under this announcement is March 7, 2022. pplications must be received no later than 4:00:00 p.m. Eastern Time.",,,,,,,,,
264,337506,Center for Environmental Excellence,693JJ322NF00003,D,CA,T,,20.205,99.0,Application eligibility is open to all sources.,DOT-FHWA,DOT Federal Highway Administration,1212022,3312022.0,1212022,5000000.0,5000000.0,5000000.0,1.0,"See Related Documents Tab for complete Notice of Funding Opportunity (NOFO). Interested parties should click the SUBSCRIBE button to this notice to receive any updates to the notice. The purpose of this Notice of Funding Opportunity (NOFO) is to solicit applications for award of one cooperative agreement for the operation of a Center for Environmental Excellence (CEE). Under the planned award, the selected cooperative agreement Recipient shall manage, operate and maintain a CEE, for the purpose of providing a wide range of products and services to assist transportation agencies and industry in achieving environmental excellence in delivering their transportation programs, projects, and policies. Through information-sharing, technical assistance, partnership-building and training resources, the CEE shall help transportation agencies achieve environmental compliance and adopt transformative approaches to ensure transportation planning, project development, construction, maintenance, and operations serve all transportation system users.The goal of the cooperative agreement is to operate a CEE to assist the transportation industry in achieving environmental excellence in delivering their transportation programs, projects and policies. The objectives of the CEE are to: &#183; Promote environmental stewardship through development of resources that provide innovative ways to achieve environmental excellence in delivering transportation programs, projects, and policies, including the acceleration of the project delivery process;&#183; Serve as a resource for transportation professionals seeking technical assistance, training, information exchange, partnership-building opportunities, and quick and easy access to environmental and sustainability tools; and &#183; Provide a wide range of products and services to help transportation agencies incorporate environmental compliance, multimodalism, equity, environmental justice, context sensitive design solutions, complete streets, sustainability, climate resiliency, greenhouse gas emission reductions, and stewardship into transportation planning, project development, construction, maintenance, and operations.In 2016, FHWA awarded a competitively solicited cooperative agreement to the American Association of State Highway and Transportation Officials (AASHTO) to establish the CEE. A goal of the CEE is to facilitate information sharing and technical assistance to the State DOTs. This cooperative agreement is scheduled to expire in 2022, and FHWA intends to award &#8211; on a competitive basis &#8211; a new agreement to establish and operate a CEE for a period of five years.",Synopsis 1,Yes,12312022.0,sarah.tarpgaard@dot.gov,sarah.tarpgaard@dot.gov,Sarah E Tarpgaard &lt;br/&gt;Contracting Officer &lt;br/&gt;Phone 202-493-3225,,,,,,,,,,,,
265,337518,Minnesota (MN) Fiscal Year (FY) 22 Grant Agreement Notice of Funding Opportunity for Native American Tribal Governments (Federally Recognized) in Minnesota,USDA-NRCS-MN-MULTI-22-NOFO0001125,D,G,NR,,10.902,7.0,,USDA-NRCS,Natural Resources Conservation Service,1242022,3212022.0,1242022,200000.0,50000.0,500000.0,10.0,"This Notice of Funding Opportunity (NFO) is being released prior to appropriation and/or apportionment of funds for fiscal year 2022. Enactment of additional continuing resolutions or an appropriations act may affect the availability or level of funding for this program. The Natural Resources Conservation Service (NRCS), an agency under the United States Department of Agriculture (USDA), is announcing potential availability of Grant Agreements for the purpose of leveraging NRCS resources, addressing local natural resource issues, encouraging collaboration and developing Tribal and community-level conservation leadership in Minnesota. Proposals are requested for competitive consideration for the following initiatives: Tribal Food Sovereignty and Food Production Grants: MN NRCS supports Tribal food sovereignty through the production of traditional foods for Native Americans to sustain themselves, their families, and their communities. The overall objectives of these grants are to increase Tribal food sovereignty in Minnesota by supporting best practices that enhance the following: Production of food, fiber, wildlife and forestry products using conservation systems to support American Indian culture and Sovereignty. Creation or enhancement of sustainably produced and processed food markets. Conservation Education, stewardship and natural resource management Reaching Out to Historically Underserved Clients and providing Technical and Financial Assistance. The overall objective of this category is to provide outreach to historically underserved clients to increase technical and programmatic conservation delivery by: Identifying cultural and program barriers that limit NRCS assistance Provide outreach and education to underserved clients on NRCS programs and technical materials Assist underserved clients in seeking and obtaining NRCS assistance Provide planning assistance to underserved clients NRCS anticipates that the amount available for support of this program in FY 2022 will be $500,000. Minimum/Maximum individual award amounts are anticipated to be $50,000/$200,000. Proposals are requested from Federally recognized tribal governments for competitive consideration of grant agreement awards for projects between 2 and 3 years in duration. This notice identifies the objectives, eligibility criteria, and application instructions for projects. Proposals will be screened for completeness and compliance with the provisions of this notice. Incomplete and/or noncompliant proposals will be eliminated from competition, and notification of elimination will be sent to the applicant. For new users of Grants.gov, see Section D. for information about steps required before submitting an application via Grants.gov. Key Dates Applicants must submit their applications via Grants.gov by 11:59 pm Eastern Time (ET) on March 21, 2022. For technical issues with Grants.gov, contact Grants.gov Applicant Support at 1-800-518-4726 or support@grants.gov. Awarding agency staff cannot support applicants regarding Grants.gov accounts. Please limit questions to those regarding specific information contained in this NFO (such as dates, page numbers, clarification of discrepancies, etc.). Questions related to eligibility or the merits of a specific proposal will not be addressed. The agency will conduct a Teams conference call with MN Tribal community liaisons on January 31st from 1 p.m. ET to 2 p.m. ET. The purpose of this Teams conference call will be to introduce, promote and encourage potential applicants to participate in the Tribal Food Sovereignty and Food Production grant program. The Teams conference call connection instructions will be sent to all MN Tribal community liaisons and printable program information materials will be available following the conference call. The agency anticipates making selections by April 15, 2022, and expects to execute awards by June 1, 2022. These dates are estimates and are subject to change. Federal Funding Floor and Ceiling Amounts The estimated funding floor for this opportunity is $50,000.00, and the estimated funding ceiling is $200,000.00. The funding floor means the minimum agreement funding amount for the Federal share per agreement awarded. The ceiling is the maximum agreement funding amount for the Federal share per agreement awarded. These numbers refer to the total agreement amount, not any specific budget period. Federal Financial Assistance Training The funding available through this NFO is Federal financial assistance. Grants 101 Training is highly recommended for those seeking knowledge about Federal financial assistance. The training is free and available to the public via https://www.cfo.gov/grants-training/. It consists of five modules covering each of the following topics: 1) laws, regulations, and guidance; 2) financial assistance mechanisms; 3) uniform guidance administrative requirements; 4) cost principles; and 5) risk management and single audit. FPAC agencies also apply Federal financial assistance regulations to certain non-assistance awards (e.g., non-assistance cooperative agreements).",Synopsis 1,No,4202022.0,shynika.loften@usda.gov,If you have any questions related to preparing application content.,Shynika E Loften &lt;br/&gt;Grants Specialist &lt;br/&gt;Phone 2025725851,,See Related Documents Tab,Applications must be received by 11:59 pm Eastern Time.,,,,,,,,,
266,337522,"FY22 Department of Navy (DON) Science, Technology, Engineering &amp; Mathematics (STEM),  Education and Workforce Program administered by the Office of Naval Research (ONR)",N00014-22S-F003,D,G,ST,,12.33,25.0,"All responsible sources from academia, non-profit organizations, and industry (for-profit)   organizations may submit white papers under this FOA. Foreign entities will not be considered.  Federally Funded Research &amp; Development Centers (FFRDCs), including Department of Energy   National Laboratories, are not eligible to receive awards under this FOA. However, teaming   arrangements between FFRDCs and eligible principal applicants are allowed so long as they are   permitted under the sponsoring agreement between the Government and the specific FFRDC.  Navy laboratories, military universities, and warfare centers as well as other DoD and civilian   agency laboratories are also not eligible to receive awards under this FOA, and must not submit   either white papers or applications in response to this FOA. However, if any such organization is   interested in a partnership with a proposed project from an eligible institution, the organization may   contact the Naval STEM Coordination Office (NSCO), DON_STEM_grants@navy.mil, to discuss   potential projects. The subject line of the email shall read &#8220;N00014-22-S-F003 Potential Project   Inquiry.&#8221; As with FFRDCs, these types of Federal organizations may team with eligible applicants   that are submitting under this FOA.  University Affiliated Research Centers (UARC) are eligible to submit white papers under this FOA,  unless precluded from doing so by their DoD UARC contract",DOD-ONR,Office of Naval Research,1242022,9022022.0,1242022,,,,,"The Office of Naval Research (ONR) is interested in receiving a broad range of proposals for augmenting existing and/or developing innovative solutions that directly maintain, and/or cultivate a diverse, world-class Science, Technology, Engineering, and Mathematics (STEM) workforce to maintain the U.S. Navy and Marine Corps&#8217; technological superiority. The goal of proposed efforts must provide solutions that establish, build, and/or maintain STEM educational pathways of U.S. citizens directly relevant to the needs of Department of Navy&#8217;s (DON) current and future workforce. As the capacity of the DON Science and Technology (S&amp;T) workforce is interconnected with the STEM education system, DON recognizes the need to support efforts that can jointly improve STEM student outcomes and align educational and outreach efforts with Naval S&amp;T current and future workforce needs. This announcement explicitly encourages programs that improve the capacity of education systems and communities to create impactful STEM educational experiences for students of all ages and the naval related workforce. Programs must aim to increase engagement in naval relevant STEM, and enhance the corresponding skills, knowledge, and abilities of participants. ONR encourages applicants to utilize current STEM educational research for informing program design and advancing STEM careers and opportunities of naval relevance.",Synopsis 1,No,10022022.0,veronica.lacey@navy.mil,Grants.gov questions,Veronica  Lacey &lt;br/&gt;Grantor &lt;br/&gt;Phone 703-696-2593,https://www.onr.navy.mil/work-with-us/funding-opportunities/announcements,Link to all ONR BAA&apos;s and FOA&apos;s,,,,,,,,,,
267,337533,Radon Testing and Mitigation Demonstration for Public Housing,FR-6500-N-80,D,G,HO,,14.901,25.0,"Public Housing Authorities (PHAs) with the legal authority to develop, own, modernize, and operate a public housing project in accordance with the 1937 Act are eligible. PHAs that are troubled are eligible for funding if the agency is in compliance with any current Memorandum of Agreement or Recovery Agreements. Individuals, foreign entities, and sole proprietorship organizations are not eligible to compete for, or receive, awards made under this announcement.",HUD,Department of Housing and Urban Development,1252022,3282022.0,1252022,600000.0,150000.0,4000000.0,15.0,"The purpose of this NOFO is to provide funds to public housing agencies (PHAs) to conduct testing and as-needed mitigation of radon in the units that they manage and to support the development of a plan for future testing and mitigation. The work supported through this NOFO will also provide HUD with important information on method and costs for radon testing and mitigation in public housing. Radon is an odorless, colorless radioactive gas which is a decay product of elements in soil and rock and is present in every part of the country. Low levels of radon are found in the outside air; however, radon gas can move through the soil and enter buildings through small openings in the foundation or basement and become concentrated in the indoor air. When radon is inhaled it releases radiation that can damage lung tissue, and in doing so, increase the risk of developing lung cancer. The U.S. Environmental Protection Agency (EPA) estimates that approximately 21,000 people die in the U.S. annually due to lung cancer from radon exposure[1]. [1] EPA Assessment of Risks from Radon in Homes, June 2003, publication number EPA 402-R-03-003, available at https://www.epa.gov/radiation/docs/assessment/402-r-03-003.pdf.",Synopsis 1,No,,rhona.p.julien@hud.gov,rhona.p.julien@hud.gov,"Rhona Julien, Sc.D.&lt;br/&gt;rhona.p.julien@hud.gov",https://,https://,The application deadline is 11:59:59 PM Eastern Standard time on,,,,,,,,,
268,337528,WaterSMART Cooperative Watershed Management Program Phase I Grants,R22AS00163,D,G,NR,,15.554,25.0,"Applicant Eligibility for Existing Watershed GroupsIn order to be eligible to receive an award as an Existing Watershed Group, the applicant must be an eligible entity as described immediately above and must be either: An Existing Watershed Group, (i.e., a grassroots, non-regulatory legal entity that otherwise meets the definition of a watershed group) A participant in an Existing Watershed Group that meets the definition of a watershed group&#160;&#160;&#160;Applicant Eligibility for Existing Watershed GroupsIn order to be eligible to receive an award as an Existing Watershed Group, the applicant must be an eligible entity as described immediately above and must be either: An Existing Watershed Group, (i.e., a grassroots, non-regulatory legal entity that otherwise meets the definition of a watershed group) A participant in an Existing Watershed Group that meets the definition of a watershed group as described above&#160;Please see the full Notice of Funding of Opportunity document in the related documents tab above",DOI-BOR,Bureau of Reclamation,1242022,3312022.0,2152022,200000.0,0.0,3000000.0,,"The objective of this NOFO is to invite states, Indian Tribes, irrigation districts, water districts, local governmental entities, non-profit organizations, Existing Watershed Groups, and local and special districts (e.g., irrigation and water districts, county soil conservation districts) to submit proposals for Phase I activities to develop a watershed group, complete watershed restoration planning activities, and design watershed management projects. See Section C.4. Eligible Projects for a more comprehensive description of eligible activities.A &#8220;watershed group,&#8221; as defined in Section 6001(6) of the Cooperative Watershed Management Act (see Section A.1. Authority for full citation) is a grassroots, non-regulatory entity that addresses water availability and quality issues within the relevant watershed, is capable of promoting the sustainable use of water resources in the watershed, makes decisions on a consensus basis, and represents a diverse group of stakeholders, including hydroelectric producers, livestock grazing, timber production, land development, recreation or tourism, irrigated agriculture, the environment, municipal water supplies, private property owners, Federal, state and local governments, tribes, and disadvantaged communities.A &#8220;disadvantaged community, as defined in Section 6001(2) of the Cooperative Watershed Management Act, means a community (including a city, town, county, or reasonably isolated and divisible segment of a larger municipality) with an annual median household income that is less than 100 percent of the statewide annual median house-hold income for the state in which the community is located, according to the most recent decennial census.",Synopsis 3,No,,bor-sha-fafoa@usbr.gov,bor-sha-fafoa@usbr.gov,Alisha James,www.usbr.gov/watersmart/cwmp,www.usbr.gov/watersmart/cwmp,"Applications must be submitted (not postmarked by) no later than: March 31, 2022, 4:00 p.m. Mountain Daylight Time (MDT).Electronic and Physical Proposals received after the application deadline will not be considered unless it can be determined that the delay was caused by Reclamation mishandling or technical issues with the Grants.gov application system. Please note that difficulties related to an applicant&#8217;s Grants.gov profile (e.g., incorrect organizational representative), uploading documents to Grants.gov, or an applicant&#8217;s SAM registration are not considered technical issues with the Grants.gov system.Please note that any application submitted for funding under this NOFO may be subjected to a Freedom of Information Act (FOIA) request (5 U.S.C. &#167;552, as amended by P.L. No.&#160;110-175), and as a result, may be made publicly available. Following awards of funding, Reclamation will post all successful applications on the Reclamation website, www.usbr.gov/watersmart, after conducting any redactions determined necessary by Reclamation, in consultation with the recipient.",,,,,,,,,
269,337531,Shiawassee NWR Greenpoint Long Pond Wetland Restoration,F22AS00164,D,CA,NR,,15.654,25.0,501(c) 4 or 501(c) 5 nonprofit organizations are also eligible to apply.&#160;,DOI-FWS,Fish and Wildlife Service,1252022,3282022.0,1252022,756200.0,650000.0,756200.0,,"The U.S. Fish and Wildlife Service (Service) at Shiawassee National Wildlife Refuge (NWR) is looking to award one cooperative agreement for engineering, survey, design, and construction management services of the long pond. The long pond is located on the former Germania golf course which is now part of the Refuge. The long pond is a former irrigation pond located near the Tittabawassee River and in it&apos;s current condition has steep vertical walls and provides little to no habitat value and poses a safety concern for visitors to the Refuge. The Service seeks to award this cooperative agreement to an entity that can survey they existing pond, develop a restoration design in collaboration with the Service which will connect the long pond to the Tittabawassee River and soften the existing vertical banks of the long pond. Preliminary estimates show that this may require relocating up to 20,000 cubic yards of earth. This site is located within the floodplain of the Tittabawasee River and the design will require direction and oversight from the Service to ensure that the design complies with all State and Federal wetland/floodplain/clean water act permits. The Service has already held pre-appplication meetings with local, State, and Federal regulators to ensure this project is permitable and complient with existing laws. The awardee will provide a complete set of design plans that will be used by the Service to apply for local, State, and Federal permits. Furthermore, this project will involve removal of several miles of asphalt golf cart paths that run throughout the entire former golf course. Once all permits have been issued the awardee will provide construction management to complete the project. Construction management services will include: Development of a federal procurement compliant bid package and solicitation of bids from sub-contractors to complete the work of the long pond and removal of cart paths. Provide construction management, oversight, and on-site inspections of all aspects of construction to ensure all aspects of the project are built to design specifications. Ensure all contractors wash and clean equipment prior to entering Refuge (as outlined in the design plans) to prevent invasive species spread. Ensure all fuel stored on the Refuge by sub-contractors is compliant with the Service policy for fuel storage and containment. Ensure any damage to existing Refuge infrastructure (roads, trails, signs, gates, observation platforms) are repaired to pre-construction condition (this may include but not limited to road grading and dike repair upon completion of the project). Routinely communicate construction activities, timelines, and any issues that may cause delays with the Service program officer. Provide final survey of project to the Service in an ArcGIS and AutoCAD compatible format. The Service will be substantially involved in this project through the following: Provide all local, state, and federal construction and environmental permits. Provide on-site local knowledge of area and conditions. The Service will work with the awardee and subcontractors to develop a timeline for construction activities that considers: wildlife disturbance, flooding and/or changing river levels, daytime and any proposed night time operations (must be approved in advance), and public use (e.g., hiking trails, observation platforms, and any other public use that may be impacted). The Service will approve all haul routes and the Service must approve roads that can be used by awardee and their subcontractor prior to construction, any requests for alternative routes must be approved in advance. Any organization that would like to see the project area in person much contact the Service program officer listed in the NOFO no later than 10 days prior to the closing of the announcement to schedule a site visit.",Synopsis 1,No,,Eric_Dunton@fws.gov,Eric_Dunton@fws.gov,Eric Dunton&lt;br/&gt;Eric_Dunton@fws.gov,,,,,,,,,,,,
270,337530,Bureau of Land Management California Threatened and Endangered Species,L22AS00149,D,CA,NR,,15.246,20.0,"Individuals and For-Profit Organizations are ineligible to apply for awards under this NOFO.This program NOFO does not support entities hiring interns or crews&#160;under the Public Lands Corps Act of 1993. The Public Lands Corps Act of 1993, 16 USC, Chapter 37, Subchapter II-Public Lands Corps, is the only legislative authority that allows BLM to &quot;hire&quot; interns&#160;under this authority. Therefore, eligible Youth Conservation Corps may only apply for projects developed under NOFO 15.243 &#8211; BLM Youth Conservation Opportunities on Public Lands.&#160;",DOI-BLM,Bureau of Land Management,1242022,3242022.0,1242022,300000.0,20000.0,1500000.0,,Department of the Interior - Bureau of Land Management California Threatened and Endangered Species,Synopsis 3,No,,tmosley@blm.govtmosley@blm.gov,tmosley@blm.govtmosley@blm.gov,Thelma Mosley&lt;br/&gt;tmosley@blm.govtmosley@blm.gov,,,"Electronically submitted applications must be submitted no later than 5:00 p.m., ET, on the listed application due dates.  Open from January 24, 2022 through&#160;March 24, 2022&#160;",,,,,,,,,
271,337538,"Award Competition for Hollings Manufacturing Extension Partnership (MEP) Centers in the States of Kentucky, Nebraska, Rhode Island, and South Dakota",2022-NIST-MEP-01,D,CA,ST,,11.611,25.0,"Per 15 U.S.C. &#167; 278k(a)(5), eligibility is limited to United States-based nonprofit institutions, or consortium thereof, institutions of higher education, or State, United States territory, local, or tribal governments.  As discussed in Section I.3. of this NOFO, NIST generally will not fund applications that propose an organizational or operational structure that, in whole or in part, delegates or transfers to another person, institution, or organization the applicant&#8217;s responsibility for core MEP Center management and Oversight functions.  In addition, the applicant must have or propose an Oversight Board or Advisory Committee structure or plan for establishing a board structure within 90 days from the award start date (Refer to Section I.2. of this NOFO).  Per 15 U.S.C. &#167; 278k(h)(2), incumbent MEP Centers that have received financial assistance for ten (10) consecutive years and that the Secretary determines are in good standing are eligible to apply under this NOFO.  See Section III.1. of this NOFO for additional information regarding the eligibility requirements for the MEP Center program.",DOC-NIST,National Institute of Standards and Technology,1262022,4262022.0,1312022,,,,300.0,"The NIST Hollings Manufacturing Extension Partnership (MEP), authorized by 15 U.S.C. &#167; 278k, is seeking applications from eligible applicants to enter into cooperative agreements to operate MEP Centers in the States of Kentucky, Nebraska, Rhode Island, and South Dakota. These MEP Centers will provide manufacturing extension services to small and medium-sized (SMM) manufacturers in the States outlined above. These new MEP Centers will become part of the MEP National Network&#8482;[1], which consists of 51 MEP Centers[2] located in each State and in Puerto Rico, and over 1,400 trusted advisors and experts at more than 385 MEP service locations. When an MEP Center has operated for a period of 10 consecutive years, a competition must be conducted to select an eligible entity to operate the Center. The MEP Centers in the States of Kentucky, Nebraska, Rhode Island, and South Dakota are each nearing 10 consecutive years of operation. See Section I. of this NOFO for additional information regarding the MEP Center program. [1] https://www.nist.gov/mep [2] https://www.nist.gov/mep/centers",Synopsis 1,Yes,5262022.0,grants@nist.gov,AGENCY CONTACT,Misty L Roosa &lt;br/&gt;Management Analyst,,,,,,,,,,,,
272,337549,DoD STEM Community College Consortium,HQ003422NFOEASD01,D,CA,ST,,12.006,25.0,"The cooperative agreements will be awarded to &#8220;eligible entities&#8221; as defined at 10 USC &#167;2192(b)(3) which includes a State, a political subdivision of a State, an individual, and a not-for-profit or organization in the private sector. Applicants are reminded that formation of a Consortium is a requirement in order to be responsive to this Notice of Funding Opportunity (NOFO), and the Consortium may be either already existing or new partnerships. All responsible sources from industry, non-profit institutions, institutions of higher education, state, and/or local educational agencies, or existing consortia of such institutions and/or industry may submit an application to this NOFO. Current and past awardees from previous NDEP funding opportunities are eligible to submit an application to this NOFO. See the attached NOFO for additional eligibility information.",DOD-WHS,Washington Headquarters Services,1252022,3292022.0,3012022,11000000.0,5000000.0,,5.0,"The Department of Defense (DoD) National Defense Education Program (NDEP) is seeking to strategically fund science, technology, engineering, and mathematics (STEM) education at 2-year institutions and Community Colleges (2YI/CCs) through a consortium approach. The DoD STEM vision is a diverse and sustainable STEM talent pool ready to serve our Nation and extend the Department&#8217;s competitive edge. This NOFO aims to enhance the STEM workforce through regional consortia which will develop and encourage STEM ecosystems between 2YI/CCs and 4-Year Institutions (4YIs), industry, local education agencies, and others in STEM education. Each regional DoD STEM Community College Consortium should collaboratively work with members of their geographical area to promote partnerships that enhance STEM education at 2YI/CCs, while aligning to the DoD STEM mission to &#8220;inspire, cultivate, and develop exceptional STEM talent through a continuum of opportunities to enrich our current and future DoD workforce poised to tackle evolving defense technological challenges&#8221;. These collaborations should foster the development of 2YI/CC STEM ecosystems that have the ability to implement far-reaching sustainable programs, specifically those that promote the completion of certificate training programs aligned to DoD priority areas; increase transitions from 2YI/CC programs to STEM degrees from 4YIs; and meet the vision, roles, and goals outlined in the DoD STEM Strategic Plan.Responses to this funding opportunity should focus on either or both of the below goals:(1) Promote and support the completion of technical training and certificate programs that strengthen the DoD and Defense Industrial Base (DIB) science, technology, and manufacturing workforce.(2) Develop, support, and increase the transition of students, especially those from underserved and underrepresented populations to include veterans and their spouses, from 2-year institutions and/or Community College STEM programs to STEM degrees at 4-year institutions.",Synopsis 2,No,8312022.0,jonathan.e.bertsch.civ@mail.mil,Grants Officer,Jonathan Bertsch &lt;br/&gt;Grants Officer,,,,,,,,,,,,
273,337551,DE-FOA-0002573: Technical Partnerships FOA,DE-FOA-0002573,D,G,EN,,81.086,99.0,Please see Section III. A. in the FOA.,DOE-GFO,Golden Field Office,1252022,3182022.0,1252022,4000000.0,500000.0,7500000.0,3.0,"The U.S. Department of Energy announced up to $7.5 million to drive adoption of regional clean energy technologies that are critical for climate protection. This funding opportunity announcement (FOA) will focus on two topics: 1) Development and Demonstration of Renewably Supplied District Energy Systems, and 2) a Regional Pilot Initiative to Accelerate the Integration of Smart Manufacturing and Energy Management Systems. To apply to this FOA, applicants must register with and submit application materials through EERE Exchange at https://eere-Exchange.energy.gov, EERE&#8217;s online application portal.",Synopsis 1,Yes,4172022.0,clayton.rohman@ee.doe.gov,Click to email contact,Clayton Rohman 240-562-1386&lt;br/&gt;clayton.rohman@ee.doe.gov,https://eere-exchange.energy.gov/,https://eere-exchange.energy.gov/,,,,,,,,,,
